sample_id,ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,ec,drainage_class,texture_class,area_dekar,slope_percent,irrigation_type,water_source,elevation_meters,variety,previous_crop,first_hemp_season,avg_temp,seasonal_rainfall_mm,avg_humidity,avg_solar_radiation,rotation_n_credit,rec_nitrogen_kg_dekar,rec_phosphorus_kg_dekar,rec_potassium_kg_dekar,rec_irrigation_mm_week,expected_yield_ton_dekar,suitable
1440,6.75,47.9,44.4,272.6,4.64,2.29,moderate,sandy loam,431.9,2.5,sprinkler,well,524.0,other,legume,0,13.6,345.7,54.2,13.2,3.0,0.0,0.0,0.0,12.942,0.489,1
1441,6.24,70.2,29.5,121.6,1.06,0.88,excellent,silty clay loam,48.6,4.2,flood,well,919.2,vezir,sunflower,1,25.1,249.0,72.1,19.2,0.5,0.0,0.0,0.0,21.382,0.815,1
1442,6.34,59.8,23.3,242.7,4.2,1.43,moderate,sandy loam,234.1,11.3,drip,rain,872.9,narli,other,0,18.7,225.9,77.5,18.7,0.0,0.0,0.0,0.0,15.585,0.45,1
1443,5.71,47.7,14.3,60.9,4.92,1.38,good,silty clay loam,290.7,11.2,flood,well,285.8,other,legume,0,17.5,357.0,52.3,17.1,3.0,0.0,0.0,0.0,15.699,0.383,1
1444,6.16,69.6,32.3,204.4,4.9,2.3,poor,loam,346.4,12.6,flood,municipal,224.9,other,sunflower,0,16.6,390.1,75.4,15.7,0.5,0.0,0.0,0.0,16.095,0.294,0
1445,6.02,65.5,43.4,261.4,4.89,2.37,poor,silt loam,364.7,16.0,none,river,173.0,narli,fallow,0,34.3,542.2,53.2,23.1,1.0,0.0,0.0,0.0,0.0,0.079,0
1446,6.74,33.5,13.7,161.1,3.28,0.51,good,loam,257.7,15.7,none,well,1094.9,vezir,cereal,1,11.8,601.2,80.2,23.0,0.0,0.0,0.0,0.0,0.0,0.404,1
1447,6.73,42.8,39.5,154.3,2.21,0.74,poor,loam,395.2,5.3,flood,river,1085.9,vezir,sunflower,0,8.0,470.3,64.0,19.8,0.5,0.0,0.0,0.0,8.108,0.247,0
1448,7.52,70.0,29.8,167.6,1.19,1.12,excellent,loam,368.6,2.1,flood,well,657.6,other,sunflower,1,19.5,424.9,61.6,20.4,0.5,0.0,0.0,0.0,10.498,0.466,1
1449,5.17,25.5,15.9,80.8,6.32,3.22,excellent,clay loam,94.1,6.4,none,well,761.3,other,sunflower,0,16.3,574.7,74.0,15.4,0.5,0.0,0.0,0.0,0.0,0.479,1
1450,5.12,19.6,29.5,72.2,5.89,0.24,moderate,silty clay loam,313.8,7.4,none,rain,1011.1,other,cereal,0,27.7,291.5,77.2,20.5,0.0,0.0,0.0,0.0,0.0,0.318,1
1451,6.72,35.7,29.3,169.5,3.88,0.66,moderate,sandy loam,223.1,3.2,flood,river,407.1,narli,legume,1,32.4,478.1,44.8,14.9,3.0,0.0,0.0,0.0,7.869,0.3,1
1452,6.73,19.1,14.7,184.2,4.42,2.98,poor,loam,461.0,3.5,none,rain,1086.2,vezir,hemp,1,25.1,565.7,77.1,17.3,-1.0,0.0,0.0,0.0,0.0,0.373,1
1453,5.05,28.8,30.6,274.2,4.03,2.18,good,silt loam,408.1,14.5,drip,well,571.4,vezir,cereal,1,28.4,482.3,66.7,22.2,0.0,0.0,0.0,0.0,5.251,0.337,0
1454,5.73,25.8,8.2,86.9,6.13,2.28,good,sandy loam,149.0,18.2,drip,well,897.7,other,hemp,1,19.8,374.5,77.1,16.9,-1.0,0.0,1.567,0.0,7.711,0.284,1
1455,7.29,71.8,10.2,94.3,6.34,3.96,good,clay loam,176.5,8.2,sprinkler,river,753.9,narli,cereal,0,18.2,394.4,59.1,18.3,0.0,0.0,0.982,0.0,8.691,0.556,1
1456,5.52,36.0,35.8,162.4,2.04,1.68,excellent,clay loam,569.9,15.5,drip,municipal,361.7,vezir,sunflower,0,17.6,509.6,83.6,14.2,0.5,0.0,0.0,0.0,3.553,0.364,1
1457,6.96,76.6,29.2,70.7,1.62,2.13,poor,sandy loam,495.0,7.3,none,rain,984.6,narli,fallow,0,10.0,380.0,49.3,15.9,1.0,0.0,0.0,0.0,0.0,0.275,0
1458,7.6,79.3,8.3,193.9,2.11,2.97,poor,silty clay loam,149.5,9.8,drip,river,840.2,vezir,fallow,0,9.4,610.9,50.0,20.4,1.0,0.0,1.842,0.0,0.0,0.169,0
1459,5.9,78.2,21.3,121.4,2.77,0.31,poor,silt loam,520.9,19.3,none,river,454.6,other,fallow,1,25.3,552.0,83.1,23.9,1.0,0.0,0.0,0.0,0.0,0.202,0
1460,7.0,63.6,22.4,95.4,6.11,2.09,excellent,silty clay loam,562.6,21.1,flood,rain,471.4,narli,cereal,0,8.7,492.3,52.2,23.9,0.0,0.0,0.0,0.0,6.212,0.255,0
1461,7.97,27.3,12.5,194.4,1.98,2.33,good,sandy loam,467.7,15.8,sprinkler,river,170.7,other,legume,0,28.6,577.6,44.3,13.4,3.0,0.0,0.107,0.0,1.182,0.284,0
1462,5.82,38.9,10.4,178.6,1.9,2.2,moderate,sandy loam,171.5,0.6,sprinkler,municipal,454.5,narli,cereal,0,12.3,225.3,58.7,14.6,0.0,0.0,1.042,0.0,19.844,0.454,1
1463,6.14,43.8,23.8,234.5,4.21,1.8,moderate,sandy loam,132.9,17.3,flood,well,586.5,narli,fallow,0,22.5,343.0,83.0,12.9,1.0,0.0,0.0,0.0,16.134,0.273,1
1464,7.83,26.4,8.8,97.4,2.99,1.81,good,clay loam,290.8,19.3,sprinkler,rain,246.1,vezir,cereal,1,31.0,296.8,37.1,16.6,0.0,0.0,1.24,0.0,16.618,0.201,0
1465,7.67,35.3,9.8,241.6,2.56,3.56,excellent,silt loam,351.2,14.1,none,river,294.5,other,other,1,34.9,167.3,82.1,10.9,0.0,0.0,1.219,0.0,0.0,0.16,0
1466,6.29,79.0,43.9,175.3,3.0,1.34,poor,silt loam,455.1,12.0,flood,rain,684.5,vezir,cereal,1,23.5,188.0,76.9,18.9,0.0,0.0,0.0,0.0,29.417,0.337,1
1467,5.13,57.9,10.2,250.6,5.9,1.26,poor,sandy loam,276.5,13.7,flood,river,572.0,other,fallow,1,30.2,339.9,76.0,22.6,1.0,0.0,0.986,0.0,15.581,0.147,0
1468,6.64,33.7,44.5,252.2,2.21,3.33,poor,clay loam,222.5,19.3,flood,river,988.7,other,fallow,1,15.2,277.1,76.8,16.5,1.0,0.0,0.0,0.0,22.252,0.218,0
1469,5.07,30.9,32.4,277.9,4.51,3.02,excellent,clay loam,277.8,5.9,flood,river,1024.5,other,cereal,0,21.5,190.3,57.8,20.6,0.0,0.0,0.0,0.0,31.223,0.465,1
1470,7.4,50.9,14.1,225.8,4.18,0.71,moderate,silty clay loam,575.8,19.9,drip,municipal,869.0,narli,legume,0,31.2,490.0,41.9,21.8,3.0,0.0,0.0,0.0,5.161,0.17,0
1471,6.0,18.0,20.1,72.6,5.05,3.95,moderate,silt loam,454.9,13.4,sprinkler,municipal,277.7,narli,other,0,17.9,520.9,43.4,13.5,0.0,0.0,0.0,0.0,4.284,0.417,1
1472,6.52,33.3,9.7,260.8,6.22,3.88,moderate,clay loam,392.6,8.1,sprinkler,municipal,186.7,other,fallow,0,27.9,159.6,46.2,10.4,1.0,0.0,1.257,0.0,22.705,0.399,1
1473,6.77,18.0,19.8,64.5,6.36,3.04,good,silty clay loam,515.9,14.7,flood,well,923.2,narli,fallow,1,13.7,394.1,40.2,18.6,1.0,0.0,0.0,0.0,11.924,0.476,1
1474,6.7,60.0,25.5,166.6,2.38,2.89,poor,loam,431.8,8.2,flood,rain,375.9,vezir,cereal,0,29.1,449.4,55.2,23.2,0.0,0.0,0.0,0.0,10.514,0.276,0
1475,6.41,21.7,8.2,83.2,1.01,1.8,moderate,silty clay loam,390.9,8.1,sprinkler,municipal,25.1,narli,fallow,1,17.9,351.1,41.8,18.5,1.0,0.599,1.759,0.0,11.372,0.556,1
1476,7.75,42.2,18.7,183.0,1.28,2.7,poor,clay loam,133.9,10.6,drip,rain,360.3,vezir,other,0,14.7,272.1,54.3,13.7,0.0,0.0,0.0,0.0,13.445,0.248,0
1477,6.87,78.6,16.9,140.7,5.07,3.54,excellent,sandy loam,322.7,12.1,flood,river,215.3,other,hemp,0,15.8,582.5,39.6,13.6,-1.0,0.0,0.0,0.0,1.168,0.472,1
1478,5.99,62.3,15.5,251.3,3.47,1.91,good,silty clay loam,572.6,1.4,none,rain,596.7,other,sunflower,1,29.4,638.3,51.8,16.7,0.5,0.0,0.0,0.0,0.0,0.444,1
1479,5.75,37.3,15.6,257.3,3.98,3.41,poor,sandy loam,321.0,16.5,flood,well,782.2,vezir,sunflower,0,25.3,595.2,36.6,22.0,0.5,0.0,0.0,0.0,0.358,0.197,0
1480,7.38,44.7,24.8,75.0,4.95,3.82,poor,clay loam,205.8,10.4,sprinkler,rain,287.0,narli,legume,1,22.5,315.9,84.8,22.8,3.0,0.0,0.0,0.0,14.148,0.281,1
1481,5.48,69.1,28.5,91.6,5.24,3.38,moderate,clay loam,459.7,13.9,flood,river,298.9,other,fallow,1,31.7,162.9,61.5,11.4,1.0,0.0,0.0,0.0,27.302,0.185,0
1482,6.1,45.2,16.4,215.4,2.53,1.88,excellent,loam,91.9,7.4,none,rain,43.5,narli,hemp,0,30.5,277.6,70.5,21.9,-1.0,0.0,0.0,0.0,0.0,0.501,1
1483,6.11,17.9,16.8,249.5,1.68,2.93,good,sandy loam,277.8,21.8,none,river,651.1,other,other,1,27.8,401.7,79.9,20.5,0.0,1.889,0.0,0.0,0.0,0.378,1
1484,7.98,61.2,29.3,223.0,1.82,3.47,poor,silty clay loam,298.7,4.7,none,rain,701.6,vezir,sunflower,0,33.4,404.4,76.8,21.7,0.5,0.0,0.0,0.0,0.0,0.107,0
1485,7.73,69.6,19.9,274.3,5.1,0.66,poor,clay loam,422.1,11.2,drip,municipal,230.6,vezir,legume,0,10.9,294.7,46.2,10.3,3.0,0.0,0.0,0.0,10.862,0.228,0
1486,5.18,34.1,15.4,81.9,4.75,3.4,excellent,silt loam,105.6,17.2,drip,rain,139.3,narli,hemp,0,27.1,494.3,40.1,16.0,-1.0,0.0,0.0,0.0,4.824,0.277,1
1487,6.38,52.0,30.5,65.2,2.62,2.1,poor,clay loam,546.9,9.3,none,river,1027.6,narli,hemp,1,27.9,306.0,82.5,15.5,-1.0,0.0,0.0,0.0,0.0,0.35,1
1488,7.99,32.7,25.9,133.8,1.3,1.2,excellent,silty clay loam,111.4,14.5,sprinkler,rain,690.0,vezir,other,0,16.6,547.8,52.5,19.3,0.0,0.0,0.0,0.0,2.571,0.262,1
1489,5.68,71.2,13.7,229.6,1.3,3.27,excellent,clay loam,274.7,9.2,flood,municipal,728.5,vezir,cereal,0,12.8,228.4,83.6,11.6,0.0,0.0,0.0,0.0,24.942,0.554,1
1490,7.1,76.4,26.5,155.6,1.4,2.25,poor,silt loam,341.3,2.0,drip,municipal,509.3,narli,legume,1,28.9,371.8,62.9,23.1,3.0,0.0,0.0,0.0,10.915,0.321,1
1491,5.36,43.6,44.7,136.5,3.01,2.04,good,loam,381.3,8.5,none,rain,980.6,vezir,sunflower,1,28.9,321.8,68.7,18.2,0.5,0.0,0.0,0.0,0.0,0.38,1
1492,7.8,35.7,22.7,93.1,3.2,1.32,poor,sandy loam,242.1,4.5,flood,well,415.5,vezir,fallow,0,20.1,626.1,38.8,18.2,1.0,0.0,0.0,0.0,0.0,0.282,0
1493,7.41,32.4,40.1,237.6,2.84,2.62,poor,silty clay loam,596.3,9.6,sprinkler,well,233.1,vezir,hemp,0,18.7,491.6,38.8,12.1,-1.0,0.0,0.0,0.0,5.261,0.267,0
1494,7.44,23.3,33.0,117.6,5.83,1.85,poor,sandy loam,82.2,11.9,drip,river,649.5,vezir,legume,0,22.5,171.8,77.0,18.4,3.0,0.0,0.0,0.0,18.865,0.247,0
1495,7.75,57.1,38.3,254.0,5.45,3.59,poor,clay loam,457.4,13.4,drip,well,582.9,narli,sunflower,0,29.8,454.0,35.6,21.9,0.5,0.0,0.0,0.0,5.623,0.172,0
1496,5.58,33.4,39.1,134.8,1.18,3.37,poor,sandy loam,216.7,21.6,sprinkler,municipal,1053.8,other,other,0,19.7,551.0,64.5,18.9,0.0,0.0,0.0,0.0,2.356,0.166,0
1497,6.25,72.8,43.5,76.5,6.02,3.53,excellent,clay loam,501.1,17.2,sprinkler,well,181.0,other,other,0,23.3,582.0,54.8,12.2,0.0,0.0,0.0,0.0,0.749,0.346,1
1498,7.35,32.1,41.4,219.4,4.29,3.4,excellent,sandy loam,519.9,3.7,sprinkler,river,105.4,vezir,other,0,19.3,493.4,59.8,22.6,0.0,0.0,0.0,0.0,5.917,0.701,1
1499,5.63,33.6,29.3,136.0,1.32,1.02,excellent,silt loam,396.6,9.1,flood,well,590.6,narli,other,0,23.2,311.5,74.7,11.8,0.0,0.0,0.0,0.0,18.576,0.604,1
1500,5.81,62.3,44.3,261.8,3.12,0.47,moderate,clay loam,77.3,5.2,flood,municipal,549.2,vezir,fallow,1,21.6,156.7,51.1,17.1,1.0,0.0,0.0,0.0,29.414,0.429,1
1501,7.78,69.6,33.0,164.2,3.92,2.3,poor,silty clay loam,119.8,9.8,none,municipal,431.4,narli,cereal,1,32.7,357.4,42.1,16.4,0.0,0.0,0.0,0.0,0.0,0.152,0
1502,7.42,45.6,16.5,115.9,3.93,2.49,good,silt loam,388.2,10.6,drip,river,997.5,narli,fallow,1,31.2,398.6,68.9,10.4,1.0,0.0,0.0,0.0,8.274,0.354,1
1503,6.71,32.4,16.3,140.2,2.17,0.47,good,loam,380.3,1.2,sprinkler,river,1045.8,other,other,1,22.3,569.0,72.4,23.5,0.0,0.0,0.0,0.0,1.61,0.567,1
1504,6.46,63.4,25.4,202.1,1.75,0.3,poor,sandy loam,403.9,1.8,drip,river,570.0,narli,other,0,23.1,347.1,74.6,19.0,0.0,0.0,0.0,0.0,8.82,0.357,1
1505,7.8,75.6,13.3,131.4,4.25,3.77,moderate,loam,172.9,8.2,none,rain,507.1,narli,hemp,0,17.8,487.2,37.4,23.9,-1.0,0.0,0.0,0.0,0.0,0.39,1
1506,5.3,75.2,27.5,155.0,1.19,2.87,moderate,silty clay loam,153.6,18.3,none,municipal,210.5,narli,other,0,15.7,315.6,69.4,19.7,0.0,0.0,0.0,0.0,0.0,0.221,0
1507,6.42,72.2,29.3,269.5,5.56,2.76,moderate,silty clay loam,217.4,3.3,drip,river,1090.0,vezir,sunflower,0,31.0,506.3,70.2,16.6,0.5,0.0,0.0,0.0,4.464,0.349,1
1508,6.58,66.6,27.2,227.6,3.84,1.79,excellent,sandy loam,526.4,19.2,flood,municipal,862.7,vezir,fallow,1,34.3,207.4,63.0,20.5,1.0,0.0,0.0,0.0,30.052,0.185,0
1509,5.64,46.7,23.6,148.2,2.08,3.67,excellent,silt loam,189.4,21.1,none,rain,635.8,other,hemp,0,25.1,555.0,74.7,10.3,-1.0,0.0,0.0,0.0,0.0,0.341,1
1510,7.23,26.6,38.2,206.9,4.28,1.64,good,sandy loam,206.7,7.5,flood,well,293.6,other,legume,0,18.7,199.1,69.9,19.4,3.0,0.0,0.0,0.0,27.549,0.531,1
1511,7.08,73.5,18.1,205.0,3.66,2.73,good,silty clay loam,576.0,9.6,sprinkler,municipal,901.4,narli,legume,0,17.3,378.3,64.3,12.2,3.0,0.0,0.0,0.0,11.138,0.784,1
1512,5.62,76.3,20.1,267.8,3.55,2.73,excellent,clay loam,277.7,5.9,sprinkler,rain,883.1,vezir,fallow,0,16.7,253.4,38.5,14.2,1.0,0.0,0.0,0.0,16.704,0.616,1
1513,7.69,55.8,40.1,66.6,5.34,0.43,poor,clay loam,508.6,21.9,none,rain,672.6,vezir,other,1,12.1,572.3,80.8,11.3,0.0,0.0,0.0,0.0,0.0,0.152,0
1514,6.17,47.5,38.0,232.2,5.04,0.95,good,loam,244.4,21.8,flood,river,974.3,vezir,fallow,0,27.9,339.9,45.3,20.2,1.0,0.0,0.0,0.0,18.066,0.309,1
1515,5.67,53.7,38.0,245.1,2.47,2.93,poor,loam,414.3,2.4,sprinkler,rain,743.8,narli,legume,0,18.7,580.3,80.8,14.7,3.0,0.0,0.0,0.0,0.807,0.299,1
1516,6.75,19.1,30.4,134.1,5.89,1.66,poor,sandy loam,398.1,4.8,sprinkler,well,875.9,narli,sunflower,0,18.5,178.2,60.5,22.2,0.5,0.0,0.0,0.0,19.717,0.345,1
1517,5.32,28.3,32.2,228.3,5.91,0.86,excellent,loam,370.5,8.3,sprinkler,rain,1015.7,narli,fallow,1,28.2,346.3,58.0,19.8,1.0,0.0,0.0,0.0,10.585,0.437,1
1518,5.11,20.8,14.7,189.3,4.33,2.48,poor,silt loam,189.6,12.3,none,well,73.6,narli,fallow,1,29.0,562.7,45.6,11.8,1.0,0.0,0.0,0.0,0.0,0.189,0
1519,7.27,69.9,18.6,139.1,3.65,2.8,poor,silty clay loam,174.2,15.6,flood,well,800.2,vezir,hemp,0,20.8,483.2,80.4,14.7,-1.0,0.0,0.0,0.0,7.698,0.204,0
1520,5.39,50.5,28.6,207.0,5.78,3.6,moderate,sandy loam,474.6,3.8,sprinkler,river,677.0,narli,cereal,1,11.9,576.9,61.4,17.0,0.0,0.0,0.0,0.0,1.305,0.329,1
1521,7.83,41.7,32.6,247.1,3.74,1.71,good,silt loam,39.6,15.2,sprinkler,well,838.8,narli,fallow,0,27.6,174.6,62.3,23.1,1.0,0.0,0.0,0.0,18.675,0.438,1
1522,6.05,16.7,33.1,179.4,4.58,1.35,poor,sandy loam,20.9,19.9,none,rain,662.1,vezir,sunflower,0,10.1,256.1,61.6,20.8,0.5,0.0,0.0,0.0,0.0,0.139,0
1523,5.99,75.8,16.7,239.8,3.43,3.0,excellent,loam,135.2,10.8,sprinkler,river,876.7,other,hemp,0,12.6,207.2,81.2,14.8,-1.0,0.0,0.0,0.0,19.941,0.609,1
1524,6.5,33.7,19.6,131.1,1.91,2.44,poor,silt loam,546.8,0.6,none,river,831.7,narli,fallow,0,32.5,431.8,43.2,11.1,1.0,0.0,0.0,0.0,0.0,0.206,0
1525,6.6,63.2,19.7,85.3,4.06,1.81,good,clay loam,586.7,5.5,none,municipal,241.4,vezir,other,0,17.5,375.2,50.0,20.5,0.0,0.0,0.0,0.0,0.0,0.589,1
1526,5.35,22.4,31.4,177.7,6.28,1.13,excellent,sandy loam,552.9,5.7,flood,river,386.1,vezir,hemp,0,15.5,369.3,42.9,12.0,-1.0,0.0,0.0,0.0,16.259,0.571,1
1527,7.75,20.3,28.3,183.8,3.86,1.4,excellent,silty clay loam,524.9,12.1,sprinkler,river,808.9,other,legume,0,8.8,179.9,64.5,14.5,3.0,0.0,0.0,0.0,20.419,0.292,0
1528,6.09,17.1,35.0,74.8,2.23,1.28,moderate,silt loam,257.1,19.0,none,well,1079.1,narli,fallow,1,33.3,605.1,73.7,20.7,1.0,0.0,0.0,0.0,0.0,0.156,0
1529,6.42,75.6,38.4,207.5,1.11,1.64,moderate,silty clay loam,127.8,15.6,none,well,587.4,other,hemp,0,16.8,385.3,67.6,17.7,-1.0,0.0,0.0,0.0,0.0,0.339,1
1530,7.82,31.1,29.8,163.1,2.21,2.6,moderate,clay loam,510.4,9.4,none,rain,563.5,vezir,sunflower,0,29.4,527.0,69.3,14.1,0.5,0.0,0.0,0.0,0.0,0.229,0
1531,7.68,62.4,43.9,222.9,4.77,0.17,excellent,silty clay loam,154.2,4.4,sprinkler,rain,404.1,vezir,fallow,1,15.8,268.8,51.6,14.3,1.0,0.0,0.0,0.0,15.327,0.543,1
1532,6.33,28.2,28.4,229.5,4.99,3.17,moderate,silt loam,484.9,7.3,drip,rain,744.2,other,other,0,8.2,314.7,50.8,12.8,0.0,0.0,0.0,0.0,13.005,0.263,0
1533,6.31,29.1,30.9,141.6,5.23,2.99,poor,silt loam,67.6,4.6,drip,rain,674.5,vezir,cereal,1,11.5,203.4,54.4,13.4,0.0,0.0,0.0,0.0,18.25,0.266,0
1534,7.83,75.9,16.3,185.2,5.48,3.11,poor,silt loam,587.5,16.1,sprinkler,municipal,111.2,vezir,legume,0,8.1,593.2,69.4,17.9,3.0,0.0,0.0,0.0,0.325,0.088,0
1535,6.51,78.6,23.7,265.3,3.84,0.58,excellent,loam,135.4,9.0,flood,rain,69.6,vezir,hemp,0,34.9,324.9,52.8,21.0,-1.0,0.0,0.0,0.0,18.355,0.253,0
1536,5.01,76.3,36.0,207.2,3.43,3.61,moderate,silt loam,586.8,6.8,sprinkler,municipal,763.5,other,fallow,0,27.9,424.1,36.3,17.6,1.0,0.0,0.0,0.0,8.645,0.27,0
1537,6.08,45.7,13.5,175.8,1.84,3.77,poor,silt loam,69.7,1.8,none,municipal,646.2,narli,hemp,1,22.1,209.4,73.3,21.5,-1.0,0.0,0.0,0.0,0.0,0.289,1
1538,5.27,57.1,8.6,120.6,4.65,1.49,poor,sandy loam,525.6,7.2,flood,well,1044.9,other,fallow,1,24.9,161.6,78.7,18.0,1.0,0.0,1.372,0.0,32.603,0.245,0
1539,6.31,37.6,33.8,257.0,5.53,3.79,moderate,clay loam,142.5,5.2,flood,rain,171.3,narli,sunflower,1,28.8,608.2,39.9,10.5,0.5,0.0,0.0,0.0,0.0,0.505,1
1540,5.89,56.8,14.8,119.9,4.5,3.16,excellent,clay loam,427.4,14.9,drip,well,808.0,vezir,sunflower,1,32.5,505.0,35.9,19.8,0.5,0.0,0.0,0.0,3.592,0.263,0
1541,5.5,35.6,19.2,211.2,3.07,2.98,poor,silty clay loam,356.1,20.8,sprinkler,well,557.6,narli,fallow,0,11.1,349.0,55.3,17.5,1.0,0.0,0.0,0.0,14.436,0.146,0
1542,6.64,39.7,12.0,99.7,1.53,0.31,excellent,silt loam,208.8,20.4,none,river,419.3,narli,legume,1,17.4,360.9,41.4,15.6,3.0,0.0,0.32,0.0,0.0,0.434,1
1543,6.06,47.4,35.6,188.6,2.7,1.19,poor,silty clay loam,54.8,12.6,none,well,523.5,narli,other,1,28.5,537.0,39.7,15.9,0.0,0.0,0.0,0.0,0.0,0.246,0
1544,5.8,74.0,17.3,79.3,3.3,0.24,good,silt loam,464.3,8.5,none,municipal,326.6,vezir,other,0,28.0,221.7,80.1,15.8,0.0,0.0,0.0,0.0,0.0,0.505,1
1545,7.65,69.3,42.5,239.9,4.07,1.09,excellent,clay loam,98.3,13.5,sprinkler,rain,286.3,vezir,sunflower,0,16.4,236.8,58.8,15.8,0.5,0.0,0.0,0.0,16.986,0.406,1
1546,6.31,69.9,41.1,60.7,1.94,2.81,moderate,silt loam,130.9,3.8,flood,municipal,436.2,other,cereal,1,33.5,509.9,76.6,12.9,0.0,0.0,0.0,0.0,5.621,0.258,0
1547,6.05,75.4,40.2,198.3,5.25,3.48,good,sandy loam,233.3,19.9,drip,municipal,719.0,other,cereal,0,19.8,385.4,42.6,12.6,0.0,0.0,0.0,0.0,9.439,0.427,1
1548,6.47,75.9,35.1,114.6,3.24,0.72,moderate,loam,109.7,9.3,none,rain,1009.2,vezir,hemp,1,31.8,317.9,60.3,17.1,-1.0,0.0,0.0,0.0,0.0,0.355,1
1549,6.37,34.1,33.4,274.6,2.59,2.47,moderate,sandy loam,136.7,11.0,none,river,1087.2,other,hemp,0,15.0,557.5,83.2,10.1,-1.0,0.0,0.0,0.0,0.0,0.345,1
1550,6.94,28.6,14.9,102.1,3.18,3.62,moderate,sandy loam,300.5,13.3,flood,river,346.6,narli,fallow,0,14.0,249.9,67.7,21.1,1.0,0.0,0.0,0.0,24.111,0.373,1
1551,7.45,25.2,23.7,178.3,5.78,3.5,moderate,silty clay loam,326.5,15.4,flood,river,97.7,vezir,sunflower,0,26.0,270.5,59.2,22.7,0.5,0.0,0.0,0.0,24.084,0.246,1
1552,6.74,20.5,32.9,230.5,1.07,1.74,moderate,loam,435.1,8.1,flood,rain,60.9,narli,hemp,0,25.6,554.9,50.5,23.3,-1.0,2.569,0.0,0.0,3.625,0.495,1
1553,6.65,60.3,40.1,256.6,6.29,0.49,moderate,silt loam,45.0,9.4,drip,well,591.7,narli,legume,1,21.0,456.8,64.1,22.9,3.0,0.0,0.0,0.0,5.422,0.466,1
1554,5.11,79.9,25.7,137.8,5.77,1.75,excellent,clay loam,561.0,1.6,sprinkler,rain,616.5,vezir,fallow,0,26.2,232.0,49.5,16.2,1.0,0.0,0.0,0.0,18.587,0.347,1
1555,7.26,52.6,15.2,62.2,5.92,0.7,poor,silt loam,510.4,16.4,none,river,449.6,narli,hemp,1,12.8,476.0,49.2,14.0,-1.0,0.0,0.0,0.0,0.0,0.209,0
1556,6.6,49.4,14.4,110.8,3.54,2.18,good,loam,108.6,17.4,sprinkler,river,166.0,vezir,other,0,34.0,314.0,36.9,14.2,0.0,0.0,0.0,0.0,12.694,0.198,0
1557,7.65,34.0,31.7,171.3,3.21,1.31,good,clay loam,336.7,1.7,sprinkler,municipal,833.8,narli,hemp,0,24.2,411.6,58.9,14.9,-1.0,0.0,0.0,0.0,8.62,0.506,1
1558,7.75,50.4,28.0,139.4,1.07,2.99,excellent,sandy loam,377.9,1.7,sprinkler,well,499.3,narli,legume,0,10.1,263.5,53.1,18.2,3.0,0.0,0.0,0.0,16.934,0.395,1
1559,6.74,32.2,12.3,78.3,3.23,0.45,moderate,loam,209.6,0.7,none,river,1085.1,vezir,legume,0,13.6,644.8,72.2,11.8,3.0,0.0,0.18,0.0,0.0,0.505,1
1560,5.28,18.4,28.3,94.4,1.58,0.35,poor,clay loam,90.2,17.6,flood,municipal,522.3,other,sunflower,1,28.6,451.9,66.8,15.1,0.5,1.045,0.0,0.0,9.993,0.151,0
1561,6.24,43.7,37.9,200.3,1.87,1.73,moderate,silt loam,366.9,2.4,none,river,410.4,vezir,legume,1,33.5,225.0,44.3,23.0,3.0,0.0,0.0,0.0,0.0,0.251,0
1562,6.19,36.2,23.7,97.1,4.2,3.87,good,clay loam,275.4,6.7,flood,well,416.6,narli,hemp,1,12.1,506.7,78.2,18.7,-1.0,0.0,0.0,0.0,5.463,0.525,1
1563,5.37,49.3,42.9,175.0,4.87,3.39,poor,clay loam,493.1,12.4,sprinkler,well,535.5,narli,sunflower,0,11.1,183.3,43.1,13.7,0.5,0.0,0.0,0.0,13.625,0.184,0
1564,7.66,77.8,24.3,76.4,4.7,0.9,poor,clay loam,539.5,19.5,flood,well,639.2,narli,other,0,24.1,305.1,82.2,19.2,0.0,0.0,0.0,0.0,18.9,0.192,0
1565,7.94,20.9,26.2,254.2,1.49,0.21,poor,loam,397.1,1.3,drip,river,508.1,other,cereal,0,25.9,411.2,76.4,11.2,0.0,0.871,0.0,0.0,8.732,0.237,0
1566,6.14,77.1,23.6,62.7,1.35,0.35,good,silt loam,516.4,17.3,drip,rain,617.2,narli,sunflower,1,19.4,290.1,48.6,19.6,0.5,0.0,0.0,0.0,12.872,0.505,1
1567,6.42,72.0,32.4,267.4,1.79,3.65,moderate,loam,152.7,18.6,none,municipal,156.4,narli,legume,0,21.8,350.2,46.2,21.3,3.0,0.0,0.0,0.0,0.0,0.363,1
1568,6.84,30.5,42.0,153.0,2.75,0.35,excellent,silt loam,266.3,7.5,sprinkler,well,1042.3,vezir,fallow,0,8.3,166.9,51.2,21.5,1.0,0.0,0.0,0.0,26.506,0.429,1
1569,5.67,58.8,31.7,223.4,5.34,2.57,poor,clay loam,335.1,18.7,drip,rain,598.4,other,other,0,20.2,337.9,40.6,21.2,0.0,0.0,0.0,0.0,10.665,0.213,0
1570,5.97,70.8,18.3,122.4,2.69,2.04,moderate,silt loam,427.2,8.5,none,river,486.6,other,hemp,1,26.0,401.0,53.0,21.7,-1.0,0.0,0.0,0.0,0.0,0.365,1
